loan_id,product,origination_month,loan_amount,annual_rate_pct,status,default_month_on_book,months_observed
16862,Short-Term,18,1212.03,36.0,current,,6
16863,Short-Term,18,1687.18,36.0,current,,6
16864,Short-Term,18,1796.97,36.0,current,,6
16865,Short-Term,18,1787.09,36.0,current,,6
16866,Short-Term,18,996.81,36.0,current,,6
16867,Short-Term,18,1775.19,36.0,current,,6
16868,Short-Term,18,1793.6,36.0,current,,6
16869,Short-Term,18,2170.67,36.0,current,,6
16870,Short-Term,18,1040.74,36.0,current,,6
16871,Short-Term,18,2016.74,36.0,defaulted,4.0,6
16872,Short-Term,18,1515.08,36.0,current,,6
16873,Short-Term,18,314.17,36.0,current,,6
16874,Short-Term,18,953.28,36.0,current,,6
16875,Short-Term,18,701.32,36.0,current,,6
16876,Short-Term,18,1986.31,36.0,current,,6
16877,Short-Term,18,2458.14,36.0,current,,6
16878,Short-Term,18,1085.85,36.0,current,,6
16879,Short-Term,18,1360.08,36.0,current,,6
16880,Short-Term,18,1202.86,36.0,current,,6
16881,Short-Term,18,1717.44,36.0,current,,6
16882,Short-Term,18,1303.82,36.0,current,,6
16883,Short-Term,18,1742.34,36.0,current,,6
16884,Short-Term,18,1415.33,36.0,current,,6
16885,Short-Term,18,1533.36,36.0,current,,6
16886,Short-Term,18,1476.87,36.0,current,,6
16887,Short-Term,18,828.31,36.0,current,,6
16888,Short-Term,18,1513.25,36.0,current,,6
16889,Short-Term,18,920.24,36.0,current,,6
16890,Short-Term,18,971.48,36.0,current,,6
16891,Short-Term,18,1995.61,36.0,current,,6
16892,Short-Term,18,1708.57,36.0,current,,6
16893,Short-Term,18,1674.43,36.0,current,,6
16894,Short-Term,18,1519.63,36.0,current,,6
16895,Short-Term,18,2356.0,36.0,current,,6
16896,Short-Term,18,1509.6,36.0,defaulted,5.5,6
16897,Short-Term,18,1598.57,36.0,current,,6
16898,Short-Term,18,1957.59,36.0,current,,6
16899,Short-Term,18,2366.37,36.0,current,,6
16900,Short-Term,18,1615.45,36.0,current,,6
16901,Short-Term,18,1579.84,36.0,current,,6
16902,Short-Term,18,850.01,36.0,current,,6
16903,Short-Term,18,2298.31,36.0,current,,6
16904,Short-Term,18,1999.43,36.0,current,,6
16905,Short-Term,18,1261.69,36.0,current,,6
16906,Short-Term,18,1203.19,36.0,current,,6
16907,Short-Term,18,1878.64,36.0,current,,6
16908,Short-Term,18,1673.77,36.0,current,,6
16909,Short-Term,18,1617.39,36.0,current,,6
16910,Short-Term,18,653.18,36.0,defaulted,0.5,6
16911,Short-Term,18,1483.94,36.0,current,,6
16912,Short-Term,18,1213.76,36.0,current,,6
16913,Short-Term,18,1201.62,36.0,current,,6
16914,Short-Term,18,1037.92,36.0,current,,6
16915,Short-Term,18,925.97,36.0,current,,6
16916,Short-Term,18,1139.8,36.0,current,,6
16917,Short-Term,18,1339.5,36.0,current,,6
16918,Short-Term,18,2083.63,36.0,current,,6
16919,Short-Term,18,911.81,36.0,current,,6
16920,Short-Term,18,1533.99,36.0,current,,6
16921,Short-Term,18,2129.85,36.0,defaulted,6.0,6
16922,Short-Term,18,1336.19,36.0,current,,6
16923,Short-Term,18,1504.16,36.0,current,,6
16924,Short-Term,18,1225.57,36.0,current,,6
16925,Short-Term,18,739.69,36.0,current,,6
16926,Short-Term,18,1545.96,36.0,current,,6
16927,Short-Term,18,1763.98,36.0,current,,6
16928,Short-Term,18,1234.19,36.0,current,,6
16929,Short-Term,18,1945.37,36.0,defaulted,5.0,6
16930,Short-Term,18,1825.82,36.0,current,,6
16931,Short-Term,18,2071.4,36.0,defaulted,4.5,6
16932,Short-Term,18,1939.22,36.0,current,,6
16933,Short-Term,18,1953.7,36.0,current,,6
16934,Short-Term,18,1699.98,36.0,current,,6
16935,Short-Term,18,1377.64,36.0,current,,6
16936,Short-Term,18,1478.1,36.0,current,,6
16937,Short-Term,18,2379.65,36.0,current,,6
16938,Short-Term,18,2158.24,36.0,current,,6
16939,Short-Term,18,1513.6,36.0,current,,6
16940,Short-Term,18,1059.11,36.0,defaulted,5.5,6
16941,Short-Term,18,1414.79,36.0,current,,6
16942,Short-Term,18,1946.09,36.0,current,,6
16943,Short-Term,18,2124.05,36.0,current,,6
16944,Short-Term,18,1268.27,36.0,current,,6
16945,Short-Term,18,1787.41,36.0,current,,6
16946,Short-Term,18,1043.87,36.0,current,,6
16947,Short-Term,18,1124.71,36.0,current,,6
16948,Short-Term,18,1826.79,36.0,current,,6
16949,Short-Term,18,1422.45,36.0,current,,6
16950,Short-Term,18,1317.03,36.0,current,,6
16951,Short-Term,18,1295.27,36.0,current,,6
16952,Short-Term,18,2050.49,36.0,current,,6
16953,Short-Term,18,2655.16,36.0,current,,6
16954,Short-Term,18,1997.51,36.0,current,,6
16955,Short-Term,18,814.82,36.0,current,,6
16956,Short-Term,18,1828.97,36.0,current,,6
16957,Short-Term,18,1425.44,36.0,current,,6
16958,Short-Term,18,1449.06,36.0,current,,6
16959,Short-Term,18,1131.0,36.0,current,,6
16960,Short-Term,18,1576.78,36.0,current,,6
16961,Short-Term,18,1497.39,36.0,current,,6
16962,Short-Term,18,1701.26,36.0,defaulted,3.5,6
16963,Short-Term,18,1564.61,36.0,defaulted,2.5,6
16964,Short-Term,18,1526.68,36.0,current,,6
16965,Short-Term,18,1535.04,36.0,defaulted,3.0,6
16966,Short-Term,18,919.13,36.0,defaulted,5.0,6
16967,Short-Term,18,1827.4,36.0,current,,6
16968,Short-Term,18,1341.45,36.0,current,,6
16969,Short-Term,18,1702.66,36.0,current,,6
16970,Short-Term,18,1546.88,36.0,current,,6
16971,Short-Term,18,2057.95,36.0,current,,6
16972,Short-Term,18,1365.65,36.0,current,,6
16973,Short-Term,18,1883.05,36.0,current,,6
16974,Short-Term,18,1626.21,36.0,current,,6
16975,Short-Term,18,1430.09,36.0,current,,6
16976,Short-Term,18,1694.69,36.0,current,,6
16977,Short-Term,18,2179.62,36.0,current,,6
16978,Short-Term,18,1893.17,36.0,current,,6
16979,Short-Term,18,1524.51,36.0,current,,6
16980,Short-Term,18,755.29,36.0,defaulted,2.0,6
16981,Short-Term,18,1500.07,36.0,current,,6
16982,Short-Term,18,1351.65,36.0,current,,6
16983,Short-Term,18,1595.33,36.0,current,,6
16984,Short-Term,18,570.46,36.0,current,,6
16985,Short-Term,18,1430.12,36.0,current,,6
16986,Short-Term,18,1512.91,36.0,current,,6
16987,Short-Term,18,881.2,36.0,current,,6
16988,Short-Term,18,1102.3,36.0,current,,6
16989,Short-Term,18,1125.12,36.0,current,,6
16990,Short-Term,18,1478.22,36.0,current,,6
16991,Short-Term,18,1401.46,36.0,current,,6
16992,Short-Term,18,1972.66,36.0,current,,6
16993,Short-Term,18,1240.75,36.0,current,,6
16994,Short-Term,18,1827.91,36.0,current,,6
16995,Short-Term,18,1476.3,36.0,current,,6
16996,Short-Term,18,1056.86,36.0,current,,6
16997,Short-Term,18,1804.28,36.0,current,,6
16998,Short-Term,18,1367.33,36.0,current,,6
16999,Short-Term,18,1511.09,36.0,defaulted,4.5,6
17000,Short-Term,18,1878.78,36.0,defaulted,1.0,6
17001,Short-Term,18,1338.96,36.0,current,,6
17002,Short-Term,18,1044.94,36.0,current,,6
17003,Short-Term,18,1013.3,36.0,current,,6
17004,Short-Term,18,1363.43,36.0,current,,6
17005,Short-Term,18,1051.53,36.0,current,,6
17006,Short-Term,18,2278.95,36.0,current,,6
17007,Short-Term,18,1434.18,36.0,current,,6
17008,Short-Term,18,1312.63,36.0,current,,6
17009,Short-Term,18,827.86,36.0,current,,6
17010,Short-Term,18,1622.02,36.0,current,,6
17011,Short-Term,18,1355.79,36.0,defaulted,3.0,6
17012,Short-Term,18,964.17,36.0,current,,6
17013,Short-Term,18,1226.92,36.0,current,,6
17014,Short-Term,18,1780.88,36.0,current,,6
17015,Short-Term,18,1269.7,36.0,current,,6
17016,Short-Term,18,1344.14,36.0,current,,6
17017,Short-Term,18,1713.55,36.0,current,,6
17018,Short-Term,18,1454.33,36.0,current,,6
17019,Short-Term,18,1728.72,36.0,current,,6
17020,Short-Term,18,1916.37,36.0,current,,6
17021,Short-Term,18,1217.66,36.0,current,,6
17022,Short-Term,18,1900.2,36.0,current,,6
17023,Short-Term,18,898.97,36.0,current,,6
17024,Short-Term,18,1778.15,36.0,defaulted,3.5,6
17025,Short-Term,18,2274.31,36.0,current,,6
17026,Short-Term,18,1130.8,36.0,current,,6
17027,Short-Term,18,1913.85,36.0,current,,6
17028,Short-Term,18,1693.53,36.0,current,,6
17029,Short-Term,18,1210.53,36.0,current,,6
17030,Short-Term,18,1215.18,36.0,current,,6
17031,Short-Term,18,1377.47,36.0,current,,6
17032,Short-Term,18,1923.4,36.0,current,,6
17033,Short-Term,18,1309.21,36.0,current,,6
17034,Short-Term,18,1763.45,36.0,current,,6
17035,Short-Term,18,1641.63,36.0,defaulted,4.5,6
17036,Short-Term,18,1208.03,36.0,current,,6
17037,Short-Term,18,543.51,36.0,current,,6
17038,Short-Term,18,1627.82,36.0,current,,6
17039,Short-Term,18,1026.87,36.0,current,,6
17040,Short-Term,18,1742.31,36.0,current,,6
17041,Short-Term,18,1588.09,36.0,current,,6
17042,Short-Term,18,1316.74,36.0,current,,6
17043,Short-Term,18,1990.26,36.0,current,,6
17044,Short-Term,18,1974.29,36.0,current,,6
17045,Short-Term,18,1254.8,36.0,defaulted,3.0,6
17046,Short-Term,18,1505.71,36.0,current,,6
17047,Short-Term,18,2252.03,36.0,current,,6
17048,Short-Term,18,1765.91,36.0,current,,6
17049,Short-Term,18,1556.91,36.0,current,,6
17050,Short-Term,18,2403.06,36.0,current,,6
17051,Short-Term,18,1503.75,36.0,defaulted,2.0,6
17052,Short-Term,18,1184.62,36.0,current,,6
17053,Short-Term,18,1382.82,36.0,current,,6
17054,Short-Term,18,1371.25,36.0,current,,6
17055,Short-Term,18,1090.06,36.0,current,,6
17056,Short-Term,18,1468.08,36.0,current,,6
17057,Short-Term,18,1940.09,36.0,current,,6
17058,Short-Term,18,1766.69,36.0,current,,6
17059,Short-Term,18,1227.38,36.0,defaulted,4.5,6
17060,Short-Term,18,2039.71,36.0,current,,6
17061,Short-Term,18,1638.25,36.0,current,,6
17062,Short-Term,18,869.78,36.0,current,,6
17063,Short-Term,18,1205.61,36.0,current,,6
17064,Short-Term,18,1301.5,36.0,current,,6
17065,Short-Term,18,1684.64,36.0,current,,6
17066,Short-Term,18,1457.84,36.0,current,,6
17067,Short-Term,18,2110.38,36.0,current,,6
17068,Short-Term,18,2001.16,36.0,current,,6
17069,Short-Term,18,845.09,36.0,current,,6
17070,Short-Term,18,1768.56,36.0,defaulted,3.5,6
17071,Short-Term,18,1840.03,36.0,current,,6
17072,Short-Term,18,1106.95,36.0,current,,6
17073,Short-Term,18,1175.29,36.0,current,,6
17074,Short-Term,18,1120.52,36.0,defaulted,5.0,6
17075,Short-Term,18,1664.91,36.0,current,,6
17076,Short-Term,18,1986.47,36.0,current,,6
17077,Short-Term,18,1643.95,36.0,current,,6
17078,Short-Term,18,1455.72,36.0,current,,6
17079,Short-Term,18,1130.99,36.0,defaulted,2.0,6
17080,Short-Term,18,1561.75,36.0,current,,6
17081,Short-Term,18,1328.93,36.0,current,,6
17082,Short-Term,18,2077.15,36.0,current,,6
17083,Short-Term,18,1424.75,36.0,current,,6
17084,Short-Term,18,1216.03,36.0,current,,6
17085,Short-Term,18,1774.41,36.0,current,,6
17086,Short-Term,18,1546.96,36.0,current,,6
17087,Short-Term,18,1353.89,36.0,current,,6
17088,Short-Term,18,1743.87,36.0,current,,6
17089,Short-Term,18,2823.22,36.0,current,,6
17090,Short-Term,18,636.54,36.0,current,,6
17091,Short-Term,18,1622.22,36.0,current,,6
17092,Short-Term,18,1431.2,36.0,current,,6
17093,Short-Term,18,1186.23,36.0,current,,6
17094,Short-Term,18,2057.74,36.0,current,,6
17095,Short-Term,18,2181.59,36.0,current,,6
17096,Short-Term,18,1491.93,36.0,current,,6
17097,Short-Term,18,1736.79,36.0,current,,6
17098,Short-Term,18,1409.75,36.0,current,,6
17099,Short-Term,18,1539.35,36.0,current,,6
17100,Short-Term,18,1665.3,36.0,defaulted,2.0,6
17101,Short-Term,18,2120.85,36.0,current,,6
17102,Short-Term,18,1629.78,36.0,current,,6
17103,Short-Term,18,1379.65,36.0,current,,6
17104,Short-Term,18,2018.62,36.0,current,,6
17105,Short-Term,18,2174.78,36.0,current,,6
17106,Short-Term,18,1736.1,36.0,current,,6
17107,Short-Term,18,1243.29,36.0,current,,6
17108,Short-Term,18,1340.47,36.0,current,,6
17109,Short-Term,18,2169.67,36.0,current,,6
17110,Short-Term,18,1811.9,36.0,defaulted,1.0,6
17111,Short-Term,18,1350.84,36.0,current,,6
17112,Short-Term,18,773.08,36.0,current,,6
17113,Short-Term,18,1925.88,36.0,current,,6
17114,Short-Term,18,1651.7,36.0,current,,6
17115,Short-Term,18,934.67,36.0,current,,6
17116,Short-Term,18,1185.94,36.0,current,,6
17117,Short-Term,18,1381.57,36.0,current,,6
17118,Short-Term,18,1956.08,36.0,current,,6
17119,Short-Term,18,561.46,36.0,current,,6
17120,Short-Term,18,1377.03,36.0,current,,6
17121,Short-Term,18,919.85,36.0,current,,6
17122,Short-Term,18,1139.42,36.0,current,,6
17123,Short-Term,18,1885.17,36.0,current,,6
17124,Short-Term,18,1450.24,36.0,current,,6
17125,Short-Term,18,1068.78,36.0,defaulted,5.0,6
17126,Short-Term,18,1461.53,36.0,current,,6
17127,Short-Term,18,928.95,36.0,current,,6
17128,Short-Term,18,823.67,36.0,current,,6
17129,Short-Term,18,1183.6,36.0,current,,6
17130,Short-Term,18,1753.93,36.0,current,,6
17131,Short-Term,18,2432.91,36.0,current,,6
17132,Short-Term,18,1373.37,36.0,defaulted,3.5,6
17133,Short-Term,18,1679.26,36.0,current,,6
17134,Short-Term,18,1707.22,36.0,defaulted,1.5,6
17135,Short-Term,18,1672.94,36.0,current,,6
17136,Short-Term,18,731.87,36.0,current,,6
17137,Short-Term,18,1179.29,36.0,current,,6
17138,Short-Term,18,1888.44,36.0,current,,6
17139,Short-Term,18,1820.6,36.0,current,,6
17140,Short-Term,18,906.38,36.0,defaulted,1.0,6
17141,Short-Term,18,1958.15,36.0,current,,6
17142,Short-Term,18,892.78,36.0,current,,6
17143,Short-Term,18,881.47,36.0,current,,6
17144,Short-Term,18,1256.03,36.0,current,,6
17145,Short-Term,18,1779.51,36.0,current,,6
17146,Short-Term,18,1901.72,36.0,current,,6
17147,Short-Term,18,830.8,36.0,current,,6
17148,Short-Term,18,1593.52,36.0,current,,6
17149,Short-Term,18,2329.49,36.0,current,,6
17150,Short-Term,18,1876.69,36.0,current,,6
17151,Short-Term,18,1331.98,36.0,current,,6
17152,Short-Term,18,1626.41,36.0,defaulted,3.5,6
17153,Short-Term,18,1509.69,36.0,current,,6
17154,Short-Term,18,1506.5,36.0,current,,6
17155,Short-Term,18,1510.94,36.0,current,,6
17156,Short-Term,18,2119.73,36.0,current,,6
17157,Short-Term,18,1305.41,36.0,current,,6
17158,Short-Term,18,1421.12,36.0,current,,6
17159,Short-Term,18,1254.42,36.0,current,,6
17160,Short-Term,18,1531.89,36.0,current,,6
17161,Short-Term,18,1747.53,36.0,current,,6
17162,Short-Term,18,1777.33,36.0,current,,6
17163,Short-Term,18,1534.76,36.0,current,,6
17164,Short-Term,18,1440.75,36.0,current,,6
17165,Short-Term,18,1532.75,36.0,current,,6
17166,Short-Term,18,1589.58,36.0,current,,6
17167,Short-Term,18,1126.06,36.0,current,,6
17168,Short-Term,18,1652.36,36.0,current,,6
17169,Short-Term,18,1960.05,36.0,current,,6
17170,Short-Term,18,1162.54,36.0,current,,6
17171,Short-Term,18,1667.86,36.0,defaulted,4.5,6
17172,Short-Term,18,1109.76,36.0,current,,6
17173,Short-Term,18,1731.93,36.0,defaulted,2.5,6
17174,Short-Term,18,1554.88,36.0,current,,6
17175,Short-Term,18,1069.89,36.0,current,,6
17176,Short-Term,18,1352.52,36.0,current,,6
17177,Short-Term,18,2120.4,36.0,current,,6
17178,Short-Term,18,1259.96,36.0,current,,6
17179,Short-Term,18,1515.59,36.0,defaulted,5.0,6
17180,Short-Term,18,2331.42,36.0,current,,6
17181,Short-Term,18,1812.33,36.0,current,,6
17182,Short-Term,18,1904.73,36.0,current,,6
17183,Short-Term,18,1242.31,36.0,defaulted,5.0,6
17184,Short-Term,18,1598.11,36.0,defaulted,2.0,6
17185,Short-Term,18,1440.3,36.0,current,,6
17186,Short-Term,18,1924.67,36.0,current,,6
17187,Short-Term,18,1479.56,36.0,current,,6
17188,Short-Term,18,1613.11,36.0,defaulted,0.5,6
17189,Short-Term,18,2050.55,36.0,defaulted,0.5,6
17190,Short-Term,18,1426.49,36.0,current,,6
17191,Short-Term,18,1359.75,36.0,current,,6
17192,Short-Term,18,1545.9,36.0,current,,6
17193,Short-Term,18,1625.8,36.0,defaulted,2.5,6
17194,Short-Term,18,1573.71,36.0,current,,6
17195,Short-Term,18,1297.97,36.0,current,,6
17196,Short-Term,18,1503.04,36.0,current,,6
17197,Short-Term,18,1116.37,36.0,current,,6
17198,Short-Term,18,1441.27,36.0,current,,6
17199,Short-Term,18,1074.07,36.0,defaulted,3.0,6
17200,Short-Term,18,1649.36,36.0,current,,6
17201,Short-Term,18,1369.75,36.0,defaulted,4.0,6
17202,Short-Term,18,1078.32,36.0,current,,6
17203,Short-Term,18,1208.08,36.0,current,,6
17204,Short-Term,18,1348.21,36.0,current,,6
17205,Short-Term,18,1738.06,36.0,current,,6
17206,Short-Term,18,1334.69,36.0,defaulted,6.0,6
17207,Short-Term,18,1115.04,36.0,current,,6
17208,Short-Term,18,1640.86,36.0,current,,6
17209,Short-Term,18,2043.05,36.0,current,,6
17210,Short-Term,18,1325.04,36.0,current,,6
17211,Short-Term,18,1520.49,36.0,current,,6
17212,Short-Term,18,2188.58,36.0,current,,6
17213,Short-Term,18,1051.2,36.0,current,,6
17214,Short-Term,18,1120.12,36.0,current,,6
17215,Short-Term,18,836.66,36.0,current,,6
17216,Short-Term,18,1388.75,36.0,defaulted,1.5,6
17217,Short-Term,18,1413.95,36.0,current,,6
17218,Short-Term,18,1594.6,36.0,current,,6
17219,Short-Term,18,1882.32,36.0,defaulted,3.0,6
17220,Short-Term,18,1889.3,36.0,current,,6
17221,Short-Term,18,1809.85,36.0,current,,6
17222,Short-Term,18,1382.48,36.0,current,,6
17223,Short-Term,18,1837.52,36.0,current,,6
17224,Short-Term,18,1459.29,36.0,current,,6
17225,Short-Term,18,1649.62,36.0,current,,6
17226,Short-Term,18,1938.18,36.0,current,,6
17227,Short-Term,18,1316.39,36.0,current,,6
17228,Short-Term,18,1991.95,36.0,current,,6
17229,Short-Term,18,2214.75,36.0,current,,6
17230,Short-Term,18,1274.05,36.0,current,,6
17231,Short-Term,18,1552.04,36.0,current,,6
17232,Short-Term,18,1880.26,36.0,current,,6
17233,Short-Term,18,875.14,36.0,defaulted,1.5,6
17234,Short-Term,18,1292.51,36.0,defaulted,4.5,6
17235,Short-Term,18,1893.82,36.0,defaulted,3.0,6
17236,Short-Term,18,1291.06,36.0,current,,6
17237,Short-Term,18,1280.34,36.0,current,,6
17238,Short-Term,18,1467.18,36.0,current,,6
17239,Short-Term,18,1252.31,36.0,current,,6
17240,Short-Term,18,1710.02,36.0,current,,6
17241,Short-Term,18,1020.88,36.0,current,,6
17242,Short-Term,18,1801.18,36.0,defaulted,1.5,6
17243,Short-Term,18,2021.17,36.0,current,,6
17244,Short-Term,18,1382.89,36.0,defaulted,0.5,6
17245,Short-Term,18,2457.62,36.0,current,,6
17246,Short-Term,18,1716.81,36.0,current,,6
17247,Short-Term,18,957.85,36.0,defaulted,2.0,6
17248,Short-Term,18,1638.29,36.0,current,,6
17249,Short-Term,18,1120.32,36.0,current,,6
17250,Short-Term,18,1393.76,36.0,current,,6
17251,Short-Term,18,1434.46,36.0,defaulted,2.0,6
17252,Short-Term,18,1342.02,36.0,current,,6
17253,Short-Term,18,1392.88,36.0,current,,6
17254,Short-Term,18,939.07,36.0,current,,6
17255,Short-Term,18,1972.21,36.0,current,,6
17256,Short-Term,18,1635.07,36.0,current,,6
17257,Short-Term,18,1759.05,36.0,current,,6
17258,Short-Term,18,1221.39,36.0,defaulted,1.5,6
17259,Short-Term,18,2214.9,36.0,current,,6
17260,Short-Term,18,1856.5,36.0,current,,6
17261,Short-Term,18,1579.77,36.0,current,,6
17262,Short-Term,18,1167.43,36.0,current,,6
17263,Short-Term,18,1510.87,36.0,current,,6
17264,Short-Term,18,1993.03,36.0,defaulted,0.5,6
17265,Short-Term,18,1395.45,36.0,current,,6
17266,Short-Term,18,1782.95,36.0,current,,6
17267,Short-Term,18,1233.0,36.0,current,,6
17268,Short-Term,18,1495.15,36.0,current,,6
17269,Short-Term,18,1633.33,36.0,current,,6
17270,Short-Term,18,1118.26,36.0,current,,6
17271,Short-Term,18,2275.94,36.0,current,,6
17272,Short-Term,18,1840.41,36.0,current,,6
17273,Short-Term,18,1469.82,36.0,current,,6
17274,Short-Term,18,1395.13,36.0,current,,6
17275,Short-Term,18,2007.77,36.0,current,,6
17276,Short-Term,18,1606.4,36.0,current,,6
17277,Short-Term,18,1469.46,36.0,current,,6
17278,Short-Term,18,1314.68,36.0,current,,6
17279,Short-Term,18,2311.12,36.0,defaulted,3.5,6
17280,Short-Term,18,1355.81,36.0,current,,6
17281,Short-Term,18,1199.9,36.0,current,,6
17282,Short-Term,18,1439.92,36.0,current,,6
17283,Short-Term,18,2177.5,36.0,defaulted,6.0,6
17284,Short-Term,18,1217.74,36.0,current,,6
17285,Short-Term,18,1888.92,36.0,defaulted,1.5,6
17286,Short-Term,18,1703.72,36.0,current,,6
17287,Short-Term,18,1440.83,36.0,current,,6
17288,Short-Term,18,1250.17,36.0,current,,6
17289,Short-Term,18,1510.42,36.0,current,,6
17290,Short-Term,18,1862.99,36.0,current,,6
17291,Short-Term,18,2234.61,36.0,current,,6
17292,Short-Term,18,1768.91,36.0,current,,6
17293,Short-Term,18,1319.11,36.0,current,,6
17294,Short-Term,18,1148.45,36.0,current,,6
17295,Short-Term,18,1688.36,36.0,current,,6
17296,Short-Term,18,788.99,36.0,current,,6
17297,Short-Term,18,2645.35,36.0,defaulted,5.0,6
17298,Short-Term,18,1146.37,36.0,current,,6
17299,Short-Term,18,1349.29,36.0,current,,6
17300,Short-Term,18,1742.92,36.0,current,,6
17301,Short-Term,18,1737.32,36.0,current,,6
17302,Short-Term,18,1613.36,36.0,current,,6
17303,Short-Term,18,1209.58,36.0,current,,6
17304,Short-Term,18,2087.24,36.0,current,,6
17305,Short-Term,18,1369.62,36.0,defaulted,4.0,6
17306,Short-Term,18,980.07,36.0,defaulted,0.5,6
17307,Short-Term,18,1784.76,36.0,current,,6
17308,Short-Term,18,767.6,36.0,current,,6
17309,Short-Term,18,1796.04,36.0,current,,6
17310,Short-Term,18,1646.91,36.0,current,,6
17311,Short-Term,18,1554.16,36.0,current,,6
17312,Short-Term,18,1999.93,36.0,current,,6
17313,Short-Term,18,1921.28,36.0,current,,6
17314,Short-Term,18,1956.78,36.0,current,,6
17315,Short-Term,18,1509.79,36.0,current,,6
17316,Short-Term,18,1392.66,36.0,current,,6
17317,Short-Term,18,1637.02,36.0,current,,6
17318,Short-Term,18,1748.61,36.0,defaulted,2.0,6
17319,Short-Term,18,958.78,36.0,current,,6
17320,Short-Term,18,945.9,36.0,current,,6
17321,Short-Term,18,1665.53,36.0,current,,6
17322,Short-Term,18,1640.67,36.0,current,,6
17323,Short-Term,18,1553.6,36.0,current,,6
17324,Short-Term,18,1336.71,36.0,current,,6
17325,Short-Term,18,1631.41,36.0,current,,6
17326,Short-Term,18,1447.09,36.0,current,,6
17327,Short-Term,18,1232.46,36.0,current,,6
17328,Short-Term,18,925.57,36.0,current,,6
17329,Short-Term,18,1175.51,36.0,current,,6
17330,Short-Term,18,1990.54,36.0,current,,6
17331,Short-Term,18,1284.21,36.0,current,,6
17332,Short-Term,18,1399.65,36.0,current,,6
17333,Short-Term,18,1246.46,36.0,current,,6
17334,Short-Term,18,2329.56,36.0,current,,6
17335,Short-Term,18,1909.24,36.0,current,,6
17336,Short-Term,18,831.11,36.0,current,,6
17337,Short-Term,18,1439.98,36.0,current,,6
17338,Short-Term,18,2102.06,36.0,current,,6
17339,Short-Term,18,1985.7,36.0,current,,6
17340,Short-Term,18,1947.74,36.0,current,,6
17341,Short-Term,18,1939.07,36.0,current,,6
17342,Short-Term,18,1786.58,36.0,current,,6
17343,Short-Term,18,1331.78,36.0,current,,6
17344,Short-Term,18,1857.38,36.0,current,,6
17345,Short-Term,18,1968.08,36.0,current,,6
17346,Short-Term,18,1576.56,36.0,current,,6
17347,Short-Term,18,1129.6,36.0,current,,6
17348,Short-Term,18,1390.84,36.0,current,,6
17349,Short-Term,18,1309.81,36.0,current,,6
17350,Short-Term,18,1561.17,36.0,current,,6
17351,Short-Term,18,995.59,36.0,current,,6
17352,Short-Term,18,718.92,36.0,current,,6
17353,Short-Term,18,1355.35,36.0,current,,6
17354,Short-Term,18,1989.23,36.0,defaulted,4.0,6
17355,Short-Term,18,1270.97,36.0,current,,6
17356,Short-Term,18,1887.39,36.0,current,,6
17357,Short-Term,18,1711.09,36.0,current,,6
17358,Short-Term,18,2006.2,36.0,defaulted,0.5,6
17359,Short-Term,18,1460.82,36.0,current,,6
17360,Short-Term,18,1079.35,36.0,defaulted,1.5,6
17361,Short-Term,18,1145.89,36.0,current,,6
17362,Short-Term,18,1723.16,36.0,current,,6
17363,Short-Term,18,982.6,36.0,current,,6
17364,Short-Term,18,1646.03,36.0,current,,6
17365,Short-Term,18,1263.0,36.0,current,,6
17366,Short-Term,18,2006.13,36.0,current,,6
17367,Short-Term,18,1380.8,36.0,defaulted,2.0,6
17368,Short-Term,18,993.28,36.0,current,,6
17369,Short-Term,18,1197.23,36.0,current,,6
17370,Short-Term,18,1623.09,36.0,current,,6
17371,Short-Term,18,2242.52,36.0,current,,6
17372,Short-Term,18,1317.71,36.0,current,,6
17373,Short-Term,18,1142.09,36.0,current,,6
17374,Short-Term,18,1423.77,36.0,current,,6
17375,Short-Term,18,1813.59,36.0,current,,6
17376,Short-Term,18,1836.08,36.0,current,,6
17377,Short-Term,18,1758.2,36.0,current,,6
17378,Short-Term,18,2297.33,36.0,current,,6
17379,Short-Term,18,1838.4,36.0,current,,6
17380,Short-Term,18,1925.31,36.0,current,,6
17381,Short-Term,18,1970.4,36.0,current,,6
17382,Short-Term,18,1098.28,36.0,current,,6
17383,Short-Term,18,1470.1,36.0,defaulted,4.5,6
17384,Short-Term,18,1103.65,36.0,current,,6
17385,Short-Term,18,816.28,36.0,current,,6
17386,Short-Term,18,1476.64,36.0,current,,6
17387,Short-Term,18,1566.75,36.0,current,,6
17388,Short-Term,18,1824.95,36.0,current,,6
17389,Short-Term,18,1645.88,36.0,current,,6
17390,Short-Term,18,1411.7,36.0,current,,6
17391,Short-Term,18,2268.62,36.0,current,,6
17392,Short-Term,18,967.25,36.0,current,,6
17393,Short-Term,18,1850.08,36.0,current,,6
17394,Short-Term,18,748.66,36.0,current,,6
17395,Short-Term,18,1591.96,36.0,current,,6
17396,Short-Term,18,1975.22,36.0,current,,6
17397,Short-Term,18,1544.74,36.0,current,,6
17398,Short-Term,18,2096.86,36.0,defaulted,0.5,6
17399,Short-Term,18,1955.29,36.0,defaulted,2.5,6
17400,Short-Term,18,994.68,36.0,current,,6
17401,Short-Term,18,1403.73,36.0,current,,6
17402,Short-Term,18,2381.36,36.0,current,,6
17403,Short-Term,18,1678.52,36.0,current,,6
17404,Short-Term,18,1270.83,36.0,current,,6
17405,Short-Term,18,1594.38,36.0,current,,6
